QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	label
34301.0	862489.0	How do I calculate the gross income of my parents (who are government employees) to determine whether I belong to non-creamy layer or not in order to get the OBC reservation?	Can I get non creamylayer certificate in Gujarat as my father's income is more than 6 lakh and belongs to Class 3 employee of Gujarat government?	 belong to 	 belongs 	0
34332.0	674737.0	Is it likely to get pregnant during day 3 of my period with unprotected sex?	Can you get pregnant 2 days before your period has ended?	 get pregnant 	 pregnant 	1
34369.0	1310937.0	What does it feel like to watch someone boast about something they deserve to boast about?	What does it feel like to watch someone boast about something they clearly do not deserve to boast about?	 feel like 	 like 	0
34387.0	1258347.0	What are the fundamental principles of the universe?	What are some fundamental principles of sales?	 fundamental principles 	 principles 	0
34387.0	1446717.0	What are the fundamental principles of the universe?	What are some fundamental principles of sales?	 principles of the 	 fundamental principles 	0
34388.0	924455.0	What happens to the brain and/or body when you miss a night of sleep?	What would happen to the body and brain if you deprive it of sleep?	 happens to 	 happen to 	1
34413.0	1352823.0	What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?	What will be the impact of banning Rs. 500, Rs. 1000 notes on Indian economy and Businesses?	 the implications of 	 the impact of 	1
34413.0	1352824.0	What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?	What will be the impact of banning Rs. 500, Rs. 1000 notes on Indian economy and Businesses?	 the implications of 	 the impact of 	1
34413.0	1352827.0	What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?	What will be the impact of banning Rs. 500, Rs. 1000 notes on Indian economy and Businesses?	 the implications of 	 the impact of 	1
34434.0	474675.0	What should I ask as my first question on Quora?	What can be my first question for Quora?	 first question 	 question 	1
34436.0	1419737.0	What are the best ways to prepare for the JAM in physics?	What is the best way to prepare for IIT-JAM physics?	 best ways to 	 best way to 	1
34499.0	674737.0	How can you get pregnant when you are not in your period?	Can you get pregnant when you don't have a period?	 get pregnant 	 pregnant 	0
34518.0	598357.0	How widely accepted are credit cards at small businesses and restaurants in Austria?	How widely accepted are credit cards at small businesses and restaurants in Australia?	 credit cards 	 cards 	0
34519.0	992891.0	Do most people spend more when they make more money?	Where do people spend most of their money?	 most people 	 most 	0
34582.0	1310937.0	How does it feel like to be loved by someone you are madly in love with?	What is it like to fall in love?	 feel like 	 like 	0
34647.0	239527.0	How can we earn money online in india?	How can I earn money on internet?	 earn money 	 earn 	1
34703.0	863551.0	What are some of the best video games of 2016? Why?	What are some of the best video games of 2015?	 video games 	 games 	0
34725.0	271080.0	What is the best way to learn something new every day?	What's the best tool to learn something new every day?	 learn something 	 learn 	0
34725.0	786506.0	What is the best way to learn something new every day?	What's the best tool to learn something new every day?	 something new 	 something 	0
34805.0	36832.0	Does hyperpigmentation fade away naturally?	Why do glow sticks fade away?	 fade away 	 fade 	0
34829.0	707484.0	Why will no one answer my question on Quora?	Why does no body answer my question in Quora?	 answer my question 	 answer 	1
34844.0	1310937.0	What does it feel like to be a spy?	What is it like to be a spy?	 feel like 	 like 	1
34845.0	239527.0	How can I earn money in YouTube?	How can I earn money using YouTube?	 earn money 	 earn 	1
34868.0	834350.0	How many hours have you spend on Quora?	How many hours a day do you spend on Quora?	 many hours 	 hours 	1
34875.0	1401019.0	What is eligibility criteria to get NIT seat through CIWG quota?	What is the eligibility criteria to get an NIT seat through CIWG quota?	 eligibility criteria 	 eligibility 	1
34885.0	337226.0	I'm really interested in astronomy but I don't know which branch is the best for me to study. Can somebody help me?	I would love to join the IT field. The field is very wide and I don't really know which part will interest me and be a fit for me. Which book or other resource would help clarify this?	 interested in 	 interest 	0
34915.0	641086.0	What are the types of infinity?	What are the different types of infinity in mathematics?	 the types of 	 the different types of 	1
34915.0	641090.0	What are the types of infinity?	What are the different types of infinity in mathematics?	 the types of 	 the different types of 	1
34915.0	894710.0	What are the types of infinity?	What are the different types of infinity in mathematics?	 types of 	 the different types of 	1
34915.0	1497847.0	What are the types of infinity?	What are the different types of infinity in mathematics?	 the types 	 the different types 	1
34966.0	285878.0	What are the most amazing places to visit in the world?	What are the most amazing places in India?	 most amazing 	 amazing 	0
34966.0	588713.0	What are the most amazing places to visit in the world?	What are the most amazing places in India?	 amazing 	 most amazing 	0
34985.0	696011.0	"What are some of the best responses to ""Sell me this pen/pencil"" in a job interview?"	What are some of the best responses to questions asked in job interviews?	 responses to 	 responses to questions 	0
35017.0	1026226.0	Does any one exist in this universe who never broke down any rules?	Does any one exist in this universe who never broke down the rules?	 broke down 	 broke 	1
35038.0	33960.0	Why do Brits tend to buy Brit-made products, even though cheaper foreign-made products are available, while in the US we only seem care about price?	Why does Range Rover Evoque cost around 50 lac. INR in india even though it is made locally while it costs 30 lac INR in the US?	 even though 	 though 	0
35038.0	223380.0	Why do Brits tend to buy Brit-made products, even though cheaper foreign-made products are available, while in the US we only seem care about price?	Why does Range Rover Evoque cost around 50 lac. INR in india even though it is made locally while it costs 30 lac INR in the US?	 even though 	 even 	0
35041.0	65537.0	What are Bach's most famous melodies?	What are Bach's most famous pieces?	 most famous 	 famous 	0
35044.0	593579.0	Why do I forget things in my hand?	Why do we forget things?	 forget things 	 forget 	0
35045.0	444154.0	What job can an electronics engineer get after quitting from L&T construction after 2 years (bond period)?	What job can an electrical engineer get after quitting from L&T construction after 2 years (bond period)?	 2 years 	 years 	0
35089.0	992891.0	What are some mind-blowing wallets that exist in 2016 that most people don't know about?	What are some mind-blowing wallets gadgets that exist that most people don't know about?	 most people 	 most 	1
35140.0	663436.0	What is the way to remove watermark from a video?	What is the best way to remove watermarks from a video?	 the way to 	 the best way to 	1
35151.0	992891.0	Do most people go blind and should I worry?	Do most people go blind in their lifetime?	 most people 	 most 	0
35161.0	786139.0	What are the culture differences between Chinese and Western?	What are the major differences between Chinese and western culture?	 differences between 	 major differences between 	1
35182.0	234683.0	How can I make $5,000 per month working from home?	How can I earn 4000-5000 per month from home?	 per month 	 month 	0
35191.0	1022237.0	What are the potential implications if your 'resting' heart rate is consistently over 100 beats per minute?	Is 120 heart beats per minute a healthy rate for someone over 200 pounds?	 heart rate 	 heart 	0
35200.0	1394869.0	What are some real life examples of a Charles law?	What are some real life examples of Charles' Law?	 real life 	 real 	1
35208.0	833790.0	If I live in one state, and my spouse is in another, where do I file for divorce?	Do I need a lawyer in same state my wife lives to file divorce?	 live in 	 lives 	0
35215.0	992891.0	What are some mind-blowing technologies tools that exist that most people don't know about?	What mind blowing technologies exist in 2016 that most people don't know about?	 most people 	 most 	1
35233.0	391497.0	What does crude oil contain?	What is crude oil?	 crude oil 	 crude 	1
35245.0	1306273.0	What is the best way to stretch out jeans?	What are some of the best ways to stretch jeans?	 best way to 	 best ways to 	1
35246.0	282665.0	In Big 4 Audit - are you able to rise to partner if you start at 26? I've spent 4 years in investment banking and looking to switch.	Entrepreneurship: It has been 4 years now and I am still building my 3 SAAS products. They are in good shape but I am not able to market them and generate revenue. Is there anyone else in my situation? If yes, what's happening with you and why do you think you are stuck?	 4 years 	 years 	0
35297.0	1264731.0	Are two months enough yo prepare for DU JAT as a science student?	I have an approximate two months for my class 11 annual exams . I am a science student. How do I start preparing so that I get more than 75%?	 two months 	 months 	0
35308.0	1450432.0	How many times in a day are the hands of a clock in straight line but opposite in direction?	How many times in a day are the hands of a clock in a straight line but in the opposite direction?	 many times 	 times 	1
35330.0	527111.0	Where can I get good quality weed in Bengaluru?	Where can I get some high quality weed (cannabis,marijuana) in Bangalore?	 good quality 	 quality 	1
35330.0	1328802.0	Where can I get good quality weed in Bengaluru?	Where can I get some high quality weed (cannabis,marijuana) in Bangalore?	 good quality 	 high quality 	1
35392.0	406577.0	How do I wish someone a happy birthday anonymously?	What are some of the best ways to wish someone a happy birthday on a call?	 happy birthday 	 birthday 	0
35402.0	1333648.0	How can an adult female travel alone when she is not even allowed to leave the house unaccompanied?	How do I deal with an adult child in a wheelchair? He gets upset when I leave the house. There are 2 other adult siblings and a housekeeper. His mind is 90% perfect. What are some suggestions?	 leave the house 	 leave 	0
35411.0	232590.0	What is time? Does gravity actually slow down time?	Why does time slow down when we approach the speed of light? Does time really stop at the speed of light?	 slow down 	 slow 	0
35411.0	1443238.0	What is time? Does gravity actually slow down time?	Why does time slow down when we approach the speed of light? Does time really stop at the speed of light?	 slow down 	 slow 	0
35461.0	992891.0	What are some coolest camping gadgets that exist that most people don't know about?	What are some mind-blowing camping adventure gadgets that exist that most people don't know about?	 most people 	 most 	1
35476.0	1207167.0	What is the expected cut off NTSE stage 1 up 2016?	What is the expected cut off for NTSE Stage 2 2016?	 cut off 	 cut 	0
35537.0	1260460.0	How will you explain the 2008 financial crisis to a teenager?	Can you explain the 2008 financial crisis in simple terms? What caused it and how is it still affecting countries?	 financial crisis 	 crisis 	1
35564.0	821373.0	If you had the power to change just one thing in your past, what would that be?	If you could change one thing about the past what would it be? Why?	 just one thing 	 one thing 	1
35596.0	151088.0	What is something really weird about you?	I have webbed toes, what's weird about you?	 really weird 	 weird 	1
35638.0	239527.0	How do you earn money from internet?	How do I earn money from the Internet?	 earn money 	 earn 	1
35643.0	1029172.0	What is the best possible way to get away with murder?	How to get away with someone to whom you have killed?	 get away 	 away 	1
35657.0	364922.0	How do I look 5 to 10 years younger?	What do you do to look 10 or more years younger?	 10 years 	 years 	0
35670.0	83337.0	What is the beauty standards for men and women in Egypt?	What is the beauty standard for men and women in your country?	 men and women 	 and women 	0
35670.0	295071.0	What is the beauty standards for men and women in Egypt?	What is the beauty standard for men and women in your country?	 and women 	 men and women 	0
35670.0	509595.0	What is the beauty standards for men and women in Egypt?	What is the beauty standard for men and women in your country?	 men and women 	 men and 	0
35727.0	1419737.0	What are the best ways to improve my memory?	Which is the best way to improve memory?	 best ways to 	 best way to 	1
35733.0	33960.0	Why do I feel really uncomfortable and tense around certain guys, even though I'm not always attracted to that person?	I feel the center of attraction in public places even though I know that nobody is looking at me. This makes me feel nervous. What should I do?	 even though 	 though 	0
35733.0	223380.0	Why do I feel really uncomfortable and tense around certain guys, even though I'm not always attracted to that person?	I feel the center of attraction in public places even though I know that nobody is looking at me. This makes me feel nervous. What should I do?	 even though 	 even 	0
35759.0	1380976.0	How can I ask a question without getting marked as ‘need to improve’?	Quora: How to ask question on Quora so that it wont get marked as needing improvement?	 ask a question 	 ask 	1
35765.0	1207167.0	What is the expected cut off for the SSC CGL Tier 1 2016?	What will be the cut off for SSC CGL tier 1 2016?	 cut off 	 cut 	1
35785.0	33208.0	What is the most important thing to do in your 20s?	What is the most important lesson you learned from your 20s?	 most important 	 important 	0
35785.0	469474.0	What is the most important thing to do in your 20s?	What is the most important lesson you learned from your 20s?	 is the most important thing 	 is the most important 	0
35785.0	722349.0	What is the most important thing to do in your 20s?	What is the most important lesson you learned from your 20s?	 most important 	 important 	0
35785.0	997221.0	What is the most important thing to do in your 20s?	What is the most important lesson you learned from your 20s?	 the most important thing 	 the most important 	0
35839.0	239527.0	How can I earn money online from home only?	How can I earn money online, seriously?	 earn money 	 earn 	1
35845.0	834350.0	How many hours you work in your job?	What hours do you work at your job?	 many hours 	 hours 	0
35851.0	88753.0	I had my first time smoking weed a day ago, how long until it's out of my urine?	I smoked weed for the first time ever a couple days ago, how long until it's out of my system?	 first time 	 first 	1
35851.0	646502.0	I had my first time smoking weed a day ago, how long until it's out of my urine?	I smoked weed for the first time ever a couple days ago, how long until it's out of my system?	 first time 	 first 	1
35860.0	1043541.0	How do I get back with my ex-girlfriend?	How do I ask my ex to get back together?	 get back 	 back 	1
35891.0	212783.0	How would one write a personal philosophy of early childhood education?	How do you develop a philosophy of early childhood education?	 early childhood 	 childhood 	0
35907.0	14913.0	What is the most difficult field of study?	Which is the most difficult field of study?	 most difficult 	 difficult 	1
35910.0	239527.0	What are the best ways to earn money online in India?	Which is the best way to earn money online in India?	 earn money 	 earn 	1
35910.0	1419737.0	What are the best ways to earn money online in India?	Which is the best way to earn money online in India?	 best ways to 	 best way to 	1
35923.0	1406123.0	What is the most interesting app or program on mobile phone or computer?	What's the most interesting app or program on your mobile phone or computer?	 mobile phone 	 mobile 	0
35955.0	219627.0	How many different types of volcanoes are there? What are their differences?	What are the different types of volcanoes? Types	 many different 	 different 	0
35955.0	894710.0	How many different types of volcanoes are there? What are their differences?	What are the different types of volcanoes? Types	 types of 	 the different types of 	0
35955.0	1078834.0	How many different types of volcanoes are there? What are their differences?	What are the different types of volcanoes? Types	 different types of 	 types of 	0
35955.0	1078837.0	How many different types of volcanoes are there? What are their differences?	What are the different types of volcanoes? Types	 different types of 	 types of 	0
35955.0	1118347.0	How many different types of volcanoes are there? What are their differences?	What are the different types of volcanoes? Types	 many different types of 	 different types of 	0
35964.0	1419737.0	How can I start making money? What are the best ways to make money?	What's the best way to make fast cash?	 best ways to 	 best way to 	1
36019.0	44326.0	What are the most common characteristics of stupid, ignorant or uneducated people?	What are the common characteristics of ignorant people?	 most common 	 common 	1
36019.0	967279.0	What are the most common characteristics of stupid, ignorant or uneducated people?	What are the common characteristics of ignorant people?	 common characteristics 	 characteristics 	1
36028.0	239527.0	How do I earn money with my Facebook page?	How can one earn money with a Facebook page?	 earn money 	 earn 	1
36044.0	1207167.0	What is the expected cut off of upsc 2016?	What will be the expected cut off for UPSC Prelims 2016?	 cut off 	 cut 	1
36143.0	1515076.0	Why did the space shuttle never travel to the moon?	What equation would one use to determine how much fuel is needed to send a space shuttle to the moon?	 the space shuttle 	 shuttle 	0
36147.0	961166.0	Would Sargon of Akkad be a better president than the two candidates we have now?	Do you think Hillary Clinton will make a better president as she is more experienced than all of the other candidates running for president?	 two candidates 	 candidates 	0
36152.0	992891.0	What are some amazing Android apps most people don't know about?	What are some Android apps which are amazingly productive but unknown to most people?	 most people 	 most 	1
36157.0	674737.0	Can I get pregnant two days after my period ends?	Can you get pregnant a couple days before your period?	 get pregnant 	 pregnant 	1
36169.0	88753.0	What strikes first time visitors as special or unusual when they arrive in Vizianagarm, India?	What strikes first time visitors as special or unusual when they arrive in Zürich?	 first time 	 first 	0
36169.0	646502.0	What strikes first time visitors as special or unusual when they arrive in Vizianagarm, India?	What strikes first time visitors as special or unusual when they arrive in Zürich?	 first time 	 first 	0
36176.0	863551.0	Which video games do you play?	What video games do you play the most?	 video games 	 games 	1
36199.0	1028610.0	How much does a YouTuber with 1 million subscribers earn in a year?	How do some youtubers make millions a year?	 1 million 	 millions 	0
36201.0	457411.0	Where can I get very professional and reliable envelope printing service in Sydney?	Where can I get very high quality envelope printing services in Sydney?	 service in 	 services in 	1
36215.0	859154.0	What are some examples of academic goals for high school students?	As a high school student, do I really need to rise as early as 4:30am to achieve my goals at the end of the day?	 high school 	 school 	0
36251.0	439907.0	Is nuclear power a renewable resource? Why, or why not?	Is nuclear energy considred renewable or not?	 nuclear power 	 nuclear 	1
36251.0	826192.0	Is nuclear power a renewable resource? Why, or why not?	Is nuclear energy considred renewable or not?	 nuclear power 	 nuclear energy 	1
36271.0	228677.0	How do we know the purpose of our life?	How can I find the aim of my life?	 the purpose of 	 the aim of 	1
36285.0	335467.0	I am creating a B2B startup which provides them all services in one place for B2B deals do you have any idea what business people need the most?	What is the most needed service for a new business startup in Haiti?	 business people 	 business 	0
36285.0	495886.0	I am creating a B2B startup which provides them all services in one place for B2B deals do you have any idea what business people need the most?	What is the most needed service for a new business startup in Haiti?	 services in 	 service 	0
36285.0	1158871.0	I am creating a B2B startup which provides them all services in one place for B2B deals do you have any idea what business people need the most?	What is the most needed service for a new business startup in Haiti?	 need 	 most needed 	0
36339.0	457411.0	Who provides high pressure washing service in Sydney?	Where can I get best pressure washing services in Sydney?	 service in 	 services in 	1
36343.0	1306273.0	What's the best way to write an essay?	What are the best ways to write an impressive essay?	 best way to 	 best ways to 	1
36379.0	1419737.0	What are the best ways to celebrate Father’s Day?	What's the best way to celebrate Canada Day?	 best ways to 	 best way to 	0
36387.0	900338.0	According to the current human rights index, statistically, which country had the best history in the world?	What country has the best human rights?	 human rights 	 human 	0
36405.0	859154.0	Did Mark Zuckerberg go to a private high school that cost $35,000 each year?	Why did Mark Zuckerberg go to a private high school instead of a public one?	 high school 	 school 	0
36407.0	193360.0	Is coming out of the closet really worth it?	Is it worth coming out as bisexual?	 really worth 	 worth 	1
36417.0	538641.0	What companies are part of the Illuminati?	How does one become part of the Illuminati?	 are part of 	 become part of 	0
36511.0	992891.0	What are some mind-blowing technologies tools that exist that most people don't know about?	What are some mind-blowing tech tools that most people don't know about?	 most people 	 most 	1
36512.0	60786.0	What are the most effective CO2 reduction climate change strategies?	What is the best and most effective plan to stop climate change?	 most effective 	 effective 	1
36512.0	1076898.0	What are the most effective CO2 reduction climate change strategies?	What is the best and most effective plan to stop climate change?	 climate change 	 climate 	1
36524.0	81009.0	Which are the 10 most dangerous cities in America?	Which are the top 10 dangerous cities in the US? Why are they dangerous?	 most dangerous 	 dangerous 	1
36527.0	859154.0	What is it like to attend your high school reunion?	What was it like to go to your high school reunion?	 high school 	 school 	1
36555.0	834350.0	How many hours do you work each day?	How many hours should you work in a day?	 many hours 	 hours 	0
36648.0	1442167.0	How should I start preparing for civil services exam?	How do I prepare for civil service exam?	 civil services 	 civil service 	1
36676.0	36506.0	How do I commit suicide with no pain?	What is a painless suicide method?	 commit suicide 	 suicide 	1
36752.0	1090911.0	Why is Spontaneous Human Combustion considered to be a supernatural phenomenon rather than a biological phenomenon?	"When female musicians dance around scantily and sing lyrics like ""I'm going to give it to you"" why is that considered by many to be exploitative of women rather than a sign of female empowerment?"	 considered to be 	 to be 	0
36752.0	1431693.0	Why is Spontaneous Human Combustion considered to be a supernatural phenomenon rather than a biological phenomenon?	"When female musicians dance around scantily and sing lyrics like ""I'm going to give it to you"" why is that considered by many to be exploitative of women rather than a sign of female empowerment?"	 considered to be 	 to be 	0
36781.0	505530.0	What is the purpose of Baptism?	What is the meaning of baptism?	 is the purpose of 	 is the meaning of 	1
36826.0	1442167.0	What is the best app for civil services examination?	What is the best optional subject for civil service examination?	 civil services 	 civil service 	0
36833.0	291948.0	My boyfriend doesn't want to get married at all. He believes in living alone but says he won't leave me. Does that mean he doesn't love me enough to marry to me?	What should you do if you want to get married but your significant other does not believe and/or does not want to get married?	 to marry 	 to get married 	0
36833.0	974396.0	My boyfriend doesn't want to get married at all. He believes in living alone but says he won't leave me. Does that mean he doesn't love me enough to marry to me?	What should you do if you want to get married but your significant other does not believe and/or does not want to get married?	 to marry 	 get married 	0
36833.0	1253242.0	My boyfriend doesn't want to get married at all. He believes in living alone but says he won't leave me. Does that mean he doesn't love me enough to marry to me?	What should you do if you want to get married but your significant other does not believe and/or does not want to get married?	 to marry 	 get married 	0
36845.0	1254807.0	I had sex 2 month ago and I had my period for 2 days last month and this month I'm 2 weeks late. Could I be pregnant?	If your period is 10 days late, are you pregnant?	 2 days 	 days 	1
36882.0	166105.0	How can I quit smoking forever? I have failed so many times but I am so fed up with smoking everytime. Any suggestions?	How do I quit Smoking forever?	 quit smoking 	 quit 	1
36882.0	1437294.0	How can I quit smoking forever? I have failed so many times but I am so fed up with smoking everytime. Any suggestions?	How do I quit Smoking forever?	 quit smoking 	 quit 	1
36917.0	972782.0	How much an income tax officer earns by all means?	How much can an income tax officer earn?	 income tax 	 income 	1
36929.0	28758.0	What would be the most appropriate answers or approach interview questions?	What would be the appropriate answer for the following interview question?	 most appropriate 	 appropriate 	0
36940.0	1406126.0	Does GPS in mobile phones like Android phones or Apple phones really connect to GPS satellite even after we turn off the WiFi and mobile data (mobile internet)?	Is it true that turning mobile data off/on again & again on an Android phone harms the phone?	 mobile phones 	 mobile 	0
36971.0	690124.0	Should the attack on a mentally disabled white man by 4 black eighteen year olds in Chicago be considered a hate crime? Why or why not?	Will the recent attack on the disabled white man be labeled a hate crime? What do you think?	 white man 	 white 	1
36985.0	1239839.0	What are some of the more well known contributions of Mother Teresa?	What was Mother Teresa mostly known for?	 well known 	 known 	1
37002.0	859154.0	How can we improve the education system for high school and college?	What some things you would like to fix in high school public education?	 high school 	 school 	1
37039.0	1310937.0	What does it feel like to be tortured?	What is it like being tortured?	 feel like 	 like 	1
37097.0	1417687.0	Why do bad things happen with good people?	Why do good things happen to bad people, and vice-versa?	 things happen 	 things 	1
37183.0	239527.0	What are some ways by which a student can earn money in college?	How do I earn money with my studies?	 earn money 	 earn 	1
37206.0	1288629.0	Is there anything that moves faster than light?	Is any thing faster than light?	 anything 	 any thing 	1
37230.0	503674.0	What are the factors of production?	What are the different factors of production?	 the factors 	 different factors 	1
37273.0	593821.0	Which is the most patriotic country in the world?	Which are the most patriotic nations of the world?	 country in the 	 nations of the 	1
37277.0	714730.0	How old is too old to start medical school?	Am I too old to get into medical school?	 too old 	 old 	1
37292.0	444154.0	How does post graduation permit impact .lets say I study masters that was supposed to be 2 years and I completed in 1.5 years?	If I have lets say $500 in a savings account for 5 years and it earns 2.5% Annual equivalent rate compounded monthly. How much will I have now?	 2 years 	 years 	0
37321.0	59551.0	What are three habits that highly productive people have on a daily basis?	What are 3 habits that highly productive people have on a daily basis?	 highly productive 	 productive 	1
37361.0	1337825.0	What is the best solution to the Kashmir conflict?	Is there any political solution between India and Pakistan on Kashmir issue?	 best solution 	 solution 	1
37367.0	109355.0	I have saved one lakh (Rs.100,000) rupees during my internship. I am 20 years old and still studying. What are the best ways to invest this and make a profit out of it?	Am 24 years old nd my monthly salary is 1 lakhs but monthly expense is 80ty thousand..how do i save out of this or invest?	 years old 	 old 	0
37367.0	988741.0	I have saved one lakh (Rs.100,000) rupees during my internship. I am 20 years old and still studying. What are the best ways to invest this and make a profit out of it?	Am 24 years old nd my monthly salary is 1 lakhs but monthly expense is 80ty thousand..how do i save out of this or invest?	 20 years 	 years 	0
37374.0	676362.0	How can the space between two objects increase but not the distance between them?	How do we measure the distance between two objects in space?	 between two 	 between 	0
37378.0	65537.0	What are the most famous novels?	What are the most famous novels in each country?	 most famous 	 famous 	0
37395.0	44326.0	What are the most common barriers that affect the effective communication of a relationship?	What are the most common barriers that affect the effective communication of a family?	 most common 	 common 	0
37395.0	1124140.0	What are the most common barriers that affect the effective communication of a relationship?	What are the most common barriers that affect the effective communication of a family?	 most common 	 most 	0
37417.0	99638.0	What is your most popular question on Quora?	What is the most popular question on Quora?	 most popular 	 popular 	0
37428.0	1260883.0	Where can I find more information about sunrock marijuana?	Where can I get more information about Madhubala?	 more information 	 more 	0
37468.0	239527.0	How can we earn money online without investment?	How can I earn money online, seriously?	 earn money 	 earn 	1
37475.0	239527.0	How do people earn money from YouTube?	Is it worth to earn money from youtube?	 earn money 	 earn 	0
37508.0	834350.0	How many hours per day do startup employees work compared to those at a regular company?	How many hours a week do Apple Inc employees work?	 many hours 	 hours 	0
37527.0	327642.0	Are there any treatments or adjustments, preferably non-surgical, for the second and third fingers bent sideways?	Are there any treatments or adjustments, preferrably non-surgical, for the second and third toe bent sideways (towards the pinky toe)?	 second and third 	 second 	0
37527.0	428484.0	Are there any treatments or adjustments, preferably non-surgical, for the second and third fingers bent sideways?	Are there any treatments or adjustments, preferrably non-surgical, for the second and third toe bent sideways (towards the pinky toe)?	 second and third 	 third 	0
37533.0	244468.0	What Kind of work experience is required prior to pursuing an MBA in the USA or other countries ?	What kind of work experience is required prior to pursuing an MBA in the USA or other countries?	 work experience 	 experience 	1
37550.0	1305749.0	Is it really possible to bring peace in this world?	Is world peace really possible?	 bring peace 	 peace 	1
37587.0	1085858.0	Why do we idolize Thomas Edison, when Nikola Tesla's alternate current is the most commonly used current?	Who was better: Thomas Edison or Nikola Tesla? Who was the most brilliant? Who was more right?	 most commonly 	 most 	0
37654.0	135116.0	When was the last time you have felt loved?	When is the last time you felt like you were the happiest person in the world?	 was the last 	 is the last time 	0
37673.0	613294.0	What are the benefits of drinking coffee?	What are health benefits of drinking coffee?	 benefits of 	 health benefits of 	1
37675.0	1306273.0	Which is the best way to concentrate on studying or doing something?	What are the best ways to concentrate for study?	 best way to 	 best ways to 	1
37681.0	510239.0	The terminal rated voltage in alternator is phase voltage or line voltage?	What is phase voltage and what is line voltage?	 rated voltage 	 voltage 	0
37683.0	904706.0	Can I make a million dollars selling baby products, furniture and home decor?	Can I make a million dollars selling baby products, furniture and home decor? Be for real with me?	 a million dollars 	 dollars 	1
37683.0	1136846.0	Can I make a million dollars selling baby products, furniture and home decor?	Can I make a million dollars selling baby products, furniture and home decor? Be for real with me?	 dollars 	 a million dollars 	1
37709.0	88753.0	How does first time sex feel like?	What did it feel like when you first had sex?	 first time 	 first 	1
37709.0	646502.0	How does first time sex feel like?	What did it feel like when you first had sex?	 first time 	 first 	1
37761.0	241218.0	I fell in love with a Chinese guy, how can I get him?	I fell in love with a married guy, and I think he is in love with me too. What should I/we do?	 fell in love with 	 in love with 	0
37848.0	1392083.0	Why does our body temperature rises in a fever?	Why does your body temperature rise when you have the flu?	 body temperature 	 temperature 	0
37850.0	316195.0	Who are some not so well-known people in the world?	How many well known people are there in the world?	 well-known 	 well known 	0
37869.0	239527.0	How can I earn money from Facebook (not illegally)?	How I earn money from Facebook?	 earn money 	 earn 	1
37885.0	598357.0	How widely accepted are credit cards at small businesses and restaurants in Brazil?	How widely accepted are credit cards at small businesses and restaurants in Pakistan?	 credit cards 	 cards 	0
37900.0	1240558.0	What is the formula to calculate weight loss percentage? How was this determined?	How do you calculate percentage of weight loss?	 weight loss 	 weight 	1
37904.0	813909.0	How can a creative Christian work to become a serious artist?	How can I be taken seriously as a woman in a managerial position?	 serious 	 taken seriously 	0
37937.0	1111802.0	What are your views on the Brexit?	What is your opinion about brexit?	 your views 	 your opinion 	1
37955.0	1212660.0	Why do people try to ask silly questions on Quora rather than googling it?	How come people on Quora ask questions here, when they can get them on Google and why is Quora just a question/answer site, will it expand?	 to ask 	 ask questions 	1
37957.0	527111.0	Where can I buy very good quality and reliable raw materials in Australia for any printing work?	Where can I get finest quality materials and detailed craftsmanship for horse fencing in Sydney?	 good quality 	 quality 	0
38031.0	1310937.0	What does it feel like to own a Ferrari?	What's it like to own a Ferrari?	 feel like 	 like 	1
38069.0	1090911.0	"What is considered to be an equivalent of ""The Feynman lectures on Physics"" for poetics?"	"What is considered to be an equivalent of ""The Feynman lectures on Physics"" for politics?"	 considered to be 	 to be 	0
38069.0	1431693.0	"What is considered to be an equivalent of ""The Feynman lectures on Physics"" for poetics?"	"What is considered to be an equivalent of ""The Feynman lectures on Physics"" for politics?"	 considered to be 	 to be 	0
38074.0	1277202.0	What were some of the causes behind the fall of USSR?	What were the real reasons behind the dissolution of the USSR?	 causes behind 	 reasons behind 	1
38088.0	613294.0	What are the health benefits of eating pomelo?	What are the health benefits of eating cherries?	 benefits of 	 health benefits of 	0
38108.0	1256987.0	What advice will you give to someone who wants to go into the field of PADI?	What advice would you give someone who wants to become a PADI?	 wants to go 	 wants 	1
38122.0	841262.0	Why can't I stop thinking about someone?	Why can I not stop thinking about someone?	 stop thinking about 	 thinking about 	1
38151.0	239527.0	What are the easy ways to earn money online?	What are the various ways through which one can earn money online?	 earn money 	 earn 	1
38180.0	1200723.0	Is outer space infinite?	Is outer space really infinite?	 outer space 	 space 	1
38232.0	1310937.0	How does sex feel like for the first time?	What did it feel like when you first had sex?	 feel like 	 like 	1
38249.0	1121125.0	What is the average salary of business development executive in India?	What could be the highest salary in business development executive in India?	 business development 	 development 	0
38275.0	239527.0	What is the best way to earn money online?	What are some best ways to earn money online?	 earn money 	 earn 	1
38275.0	1306273.0	What is the best way to earn money online?	What are some best ways to earn money online?	 best way to 	 best ways to 	1
38295.0	501066.0	How much rat poison is needed to kill a human?	How much rat poison is required to kill a human?	 is needed to 	 is required to 	1
38295.0	501075.0	How much rat poison is needed to kill a human?	How much rat poison is required to kill a human?	 is needed to 	 is required to 	1
38295.0	744173.0	How much rat poison is needed to kill a human?	How much rat poison is required to kill a human?	 is needed to 	 required to 	1
