	SNLI_PairID	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	gold_label
1381	1144885633.jpg#0r1c	1266467.0	Three young men read the plaque on a wooden cross in a rocky landscape, one young man is talking on his cellphone.	Three young men are in a hospital waiting room.	 young man 	 young 	contradiction
1382	1144885633.jpg#0r1c	1266469.0	Three young men read the plaque on a wooden cross in a rocky landscape, one young man is talking on his cellphone.	Three young men are in a hospital waiting room.	 young men 	 young 	contradiction
1383	2888658480.jpg#0r1e	1134476.0	Two people jump off the rocks and into the greenish water below.	Two people jump off the rocks.	 jump off 	 jump 	entailment
1384	133189853.jpg#2r1n	808939.0	One man kissing another man on the check and both are in white shirts with black vests.	A man is kissing his husband.	 another man 	 man 	neutral
1385	133189853.jpg#0r2e	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	Two men are wearing tuxedo shirts, vests, and bowties.	 another man 	 men 	entailment
1386	133189853.jpg#0r4e	808939.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	The first man is being affectionate to the other man.	 another man 	 man 	entailment
1387	133189853.jpg#0r1c	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	Two men high-five	 another man 	 men 	contradiction
1388	133189853.jpg#0r4c	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	The two men are next to the fire truck directing the hose at the flames.	 another man 	 men 	contradiction
1389	133189853.jpg#0r3n	808939.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	The man is in love	 another man 	 man 	neutral
1390	133189853.jpg#0r3e	808939.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	the man is wearign a tuxedo	 another man 	 man 	entailment
1391	133189853.jpg#0r2c	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	The men are naked.	 another man 	 men 	contradiction
1392	133189853.jpg#0r5e	808939.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	A man is kissing a man on the cheek.	 another man 	 man 	entailment
1393	133189853.jpg#0r1e	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	Two men share an intimate moment	 another man 	 men 	entailment
1394	133189853.jpg#0r4n	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	The two men have just gotten married.	 another man 	 men 	neutral
1395	133189853.jpg#0r2n	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	The men are getting married.	 another man 	 men 	neutral
1396	133189853.jpg#0r1n	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	Two men kiss while a crowd applauds	 another man 	 men 	neutral
1397	133189853.jpg#0r5n	808938.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	Two men are getting married.	 another man 	 men 	neutral
1398	133189853.jpg#0r3c	808939.0	A man wearing a tuxedo shirt, vest, and bowtie is kissing another man wearing the same thing on the cheek.	the man is slappign the woman	 another man 	 man 	contradiction
1399	133189853.jpg#4r1n	808939.0	A man with a shaved head is kissing another man on the cheek.	The man with no hair kisses the other cheek as well	 another man 	 man 	neutral
1400	133189853.jpg#4r1e	808939.0	A man with a shaved head is kissing another man on the cheek.	A man with no hair is kissing another man	 another man 	 man 	entailment
1401	133189853.jpg#4r1c	808938.0	A man with a shaved head is kissing another man on the cheek.	The two men kiss on the lips	 another man 	 men 	contradiction
1402	1945324358.jpg#1r2n	1266467.0	A young man is taking a bag of trash to the dumpster, after picking up litter on the street.	A young janitor does his trash and litter duty.	 young man 	 young 	neutral
1403	1945324358.jpg#1r4n	1266467.0	A young man is taking a bag of trash to the dumpster, after picking up litter on the street.	A young man is outside working because due to mandatory community service.	 young man 	 young 	neutral
1404	1945324358.jpg#1r3n	1266467.0	A young man is taking a bag of trash to the dumpster, after picking up litter on the street.	A young man is cleaning up his neighborhood.	 young man 	 young 	neutral
1405	1945324358.jpg#1r4e	1266467.0	A young man is taking a bag of trash to the dumpster, after picking up litter on the street.	A young man is outside.	 young man 	 young 	entailment
1406	1945324358.jpg#1r4c	1266467.0	A young man is taking a bag of trash to the dumpster, after picking up litter on the street.	A young man is sleeping in his car.	 young man 	 young 	contradiction
1407	1945324358.jpg#1r3e	1266467.0	A young man is taking a bag of trash to the dumpster, after picking up litter on the street.	A young man is throwing away rubbish.	 young man 	 young 	entailment
1408	1945324358.jpg#1r2e	1266467.0	A young man is taking a bag of trash to the dumpster, after picking up litter on the street.	A young man takes out the trash and cleans up litter.	 young man 	 young 	entailment
1409	4773293976.jpg#3r1c	1266467.0	A young man in a black hoodie is sitting on a curb.	A young woman in a black hoodie is sitting on a curb.	 young man 	 young 	contradiction
1410	4773293976.jpg#3r1e	1266467.0	A young man in a black hoodie is sitting on a curb.	A young person in a black hoodie is sitting on a curb.	 young man 	 young 	entailment
1411	303932793.jpg#0r1e	130159.0	A man in a blue shirt holding a wineglass is speaking to an older woman also holding a wineglass.	a man holding a wineglass speaks to an older woman who also holds a wineglass	 is speaking to 	 speaks to 	entailment
1412	3679502342.jpg#0r1n	808939.0	A homeless man holds up his pants as another man observes in the distance.	A homeless man is sad.	 another man 	 man 	neutral
1413	3679502342.jpg#0r1e	808939.0	A homeless man holds up his pants as another man observes in the distance.	A homeless man holds his pants.	 another man 	 man 	entailment
1414	961220478.jpg#2r1e	1043787.0	This track team is getting ready for the track meet.	The track team is getting ready for their meet	 getting ready 	 ready 	entailment
1415	1440465.jpg#1r1e	544762.0	A group of men sit around a table laden with drinks and beer bottles.	A group of guys are sitting at a table.	 sit around 	 sitting 	entailment
1416	1440465.jpg#0r1c	1484885.0	A group of men are sitting around a table that has bottles of beer on it.	A group of women are sitting around a completely clean table.	 of men 	 of women 	contradiction
1417	2908859957.jpg#2r1e	614786.0	A little girl in a yellow dress jumping rope.	The girl in a yellow dress is playing with a jump rope.	 little girl 	 girl 	entailment
1418	2908859957.jpg#2r1n	614786.0	A little girl in a yellow dress jumping rope.	The girl is singing to herself.	 little girl 	 girl 	neutral
1419	2908859957.jpg#2r1c	614786.0	A little girl in a yellow dress jumping rope.	The girl is reading a book.	 little girl 	 girl 	contradiction
1420	4583731865.jpg#3r1e	863551.0	Two young men playing video games in a kitchen.	Two young men playing board games in a kitchen.	 video games 	 games 	entailment
1421	4583731865.jpg#3r1e	1266469.0	Two young men playing video games in a kitchen.	Two young men playing board games in a kitchen.	 young men 	 young 	entailment
1422	4583731865.jpg#3r1n	863551.0	Two young men playing video games in a kitchen.	Two young men playing video games in their room.	 video games 	 games 	neutral
1423	4583731865.jpg#3r1n	1266469.0	Two young men playing video games in a kitchen.	Two young men playing video games in their room.	 young men 	 young 	neutral
1424	4559795485.jpg#2r1n	1119037.0	Two people getting ready to ski down a hill.	A man and woman are preparing to ski down a hill.	 getting ready to 	 are preparing to 	neutral
1425	2351870496.jpg#2r1c	337066.0	Two men and a woman play with a dog in the water.	The men and woman are playing with a dog on land.	 play with 	 playing with 	contradiction
1426	4111420077.jpg#0r1c	1266467.0	A young man carries a big basket while an older man behind him talks on a cellphone.	A young man is talking on the cell phone while the older man carries a basket.	 young man 	 young 	contradiction
1427	4111420077.jpg#0r1n	1266467.0	A young man carries a big basket while an older man behind him talks on a cellphone.	A young man carries a basket of laundry while his father talks to his mom on his phone.	 young man 	 young 	neutral
1428	290650302.jpg#2r1e	638905.0	a woman sitting down with her hand proped under her chin	A woman is sitting down.	 sitting down 	 sitting 	entailment
1429	290650302.jpg#2r1n	638905.0	a woman sitting down with her hand proped under her chin	A woman is sitting down looking sad.	 sitting down 	 sitting 	neutral
1430	4819317650.jpg#2r1n	779344.0	Man with blank headscarf trying to build something.	The man is building a fort.	 to build 	 building 	neutral
1431	536533294.jpg#4r1e	614786.0	A little girl walking in the sand along the beach.	A girl is on the beach.	 little girl 	 girl 	entailment
1432	536533294.jpg#4r1n	614786.0	A little girl walking in the sand along the beach.	A girl smiles as she feels the sand under her feet for the first time.	 little girl 	 girl 	neutral
1433	6921501327.jpg#3r1c	614786.0	A little girl shows off a clock to a pair of older women.	A little girl shows off her candy stash.	 little girl 	 girl 	contradiction
1434	6921501327.jpg#3r1n	614786.0	A little girl shows off a clock to a pair of older women.	A little girl shows her clock to two annoyed women.	 little girl 	 girl 	neutral
1435	6921501327.jpg#3r1e	614786.0	A little girl shows off a clock to a pair of older women.	A little girl shows her clock.	 little girl 	 girl 	entailment
1436	245858959.jpg#2r1e	337303.0	A man in a Carhart shirt runs to help the cowboy who fell off of the cow during the rodeo.	A man helps a cowboy who fell of a cow.	 fell off 	 fell 	entailment
1437	3704816755.jpg#0r1c	614786.0	A little girl in pink pajamas brushing her teeth, and a baby laying on the couch behind her.	The girl is riding a tricycle.	 little girl 	 girl 	contradiction
1438	3704816755.jpg#0r1e	614786.0	A little girl in pink pajamas brushing her teeth, and a baby laying on the couch behind her.	The girl is indoors.	 little girl 	 girl 	entailment
1439	3704816755.jpg#0r1n	614786.0	A little girl in pink pajamas brushing her teeth, and a baby laying on the couch behind her.	The girl is getting ready for bed.	 little girl 	 girl 	neutral
1440	408474778.jpg#1r1e	1167694.0	A young boy wearing blue plays in a room with a lot of toys.	A young boy is playing in a room.	 plays in 	 playing in 	entailment
1441	408474778.jpg#1r1e	1503054.0	A young boy wearing blue plays in a room with a lot of toys.	A young boy is playing in a room.	 plays in 	 playing in 	entailment
1442	2474785004.jpg#1r1e	804792.0	A girl in a red and white shirt and blue shorts is getting ready to throw a ball.	the girl is preparing to throw the ball	 is getting ready to 	 is preparing to 	entailment
1443	2474785004.jpg#1r1e	1119042.0	A girl in a red and white shirt and blue shorts is getting ready to throw a ball.	the girl is preparing to throw the ball	 getting ready to 	 is preparing to 	entailment
1444	2474785004.jpg#1r1n	804792.0	A girl in a red and white shirt and blue shorts is getting ready to throw a ball.	the girl is preparing to throw the ball to her father	 is getting ready to 	 is preparing to 	neutral
1445	2474785004.jpg#1r1n	1119042.0	A girl in a red and white shirt and blue shorts is getting ready to throw a ball.	the girl is preparing to throw the ball to her father	 getting ready to 	 is preparing to 	neutral
1446	30605277.jpg#0r1e	337066.0	A woman in a green tank top and a shirtless little girl play with nesting dolls on a cluttered table.	A woman and a girl are playing with dolls.	 play with 	 playing with 	entailment
1447	30605277.jpg#0r1e	614786.0	A woman in a green tank top and a shirtless little girl play with nesting dolls on a cluttered table.	A woman and a girl are playing with dolls.	 little girl 	 girl 	entailment
1448	4873128332.jpg#3r1e	1270502.0	A kid dressed in a gray sweat suit stands behind a swing at the park.	A kid is behind a park swing at an outdoor park.	 stands behind 	 is behind 	entailment
1449	2549405357.jpg#0r5n	985528.0	Two men are working together to hammer a small sign under a gold frog statue that is on the tree.	Two men are working in a park.	 are working together 	 are working 	neutral
1450	2549405357.jpg#0r5n	1266928.0	Two men are working together to hammer a small sign under a gold frog statue that is on the tree.	Two men are working in a park.	 are working together 	 are working 	neutral
1451	2549405357.jpg#0r5n	1266934.0	Two men are working together to hammer a small sign under a gold frog statue that is on the tree.	Two men are working in a park.	 are working together 	 are working 	neutral
1452	2549405357.jpg#0r5e	985528.0	Two men are working together to hammer a small sign under a gold frog statue that is on the tree.	Two men are working outside.	 are working together 	 are working 	entailment
1453	2549405357.jpg#0r5e	1266928.0	Two men are working together to hammer a small sign under a gold frog statue that is on the tree.	Two men are working outside.	 are working together 	 are working 	entailment
1454	2549405357.jpg#0r5e	1266934.0	Two men are working together to hammer a small sign under a gold frog statue that is on the tree.	Two men are working outside.	 are working together 	 are working 	entailment
1455	4491852454.jpg#1r1e	808939.0	A man is sitting on the ground observing another man trying to enter a building.	A man sitting on the ground looking at another man who is having difficulty entering a building.	 another man 	 man 	entailment
1456	4491852454.jpg#1r1c	808939.0	A man is sitting on the ground observing another man trying to enter a building.	A man running around a building as he looks at another man breaking the glass.	 another man 	 man 	contradiction
1457	4491852454.jpg#1r1n	808939.0	A man is sitting on the ground observing another man trying to enter a building.	A man sitting on the ground looking at another man who is trying to enter a building outdoors.	 another man 	 man 	neutral
1458	4491852454.jpg#2r1n	808938.0	A man entering into a building as another man sits on a street on a cold day.	The men are brothers	 another man 	 men 	neutral
1459	530465741.jpg#0r1c	1185775.0	There are two adults walking side by side, with a town in the distance.	Two adults are sitting at home.	 two adults 	 adults 	contradiction
1460	530465741.jpg#0r1e	1185775.0	There are two adults walking side by side, with a town in the distance.	Two adults are walking outside.	 two adults 	 adults 	entailment
1461	530465741.jpg#0r1n	1185775.0	There are two adults walking side by side, with a town in the distance.	Two adults are walking on the sidewalk.	 two adults 	 adults 	neutral
1462	4902023560.jpg#0r1n	764876.0	A mustachioed man operates a piece of heavy construction equipment from the cab.	A man is operating a large crane.	 operates a 	 operating a 	neutral
1463	4489840302.jpg#3r1e	1266467.0	A young man in shorts wearing a purple hat and laughing.	A young man in shorts and a hat is happy.	 young man 	 young 	entailment
1464	4489840302.jpg#3r1c	1266467.0	A young man in shorts wearing a purple hat and laughing.	A young man in shorts and a hat is crying.	 young man 	 young 	contradiction
1465	4489840302.jpg#3r1n	1266467.0	A young man in shorts wearing a purple hat and laughing.	A young man in shorts and a hat is at a comedy club.	 young man 	 young 	neutral
1466	199412680.jpg#0r1n	1208114.0	These two young boys with blue and gray shorts, smile for the camera before they go play outside.	The boys are going to play football outside.	 go play 	 play 	neutral
1467	199412680.jpg#0r2n	1208114.0	These two young boys with blue and gray shorts, smile for the camera before they go play outside.	Two children getting ready to play baseball.	 go play 	 play 	neutral
1468	190638179.jpg#1r1n	454385.0	A man in a hat stands in front of a gray jeep in dry grass.	A man is standing in grass smelling the flowers.	 stands in 	 standing in 	neutral
1469	190638179.jpg#1r1e	454385.0	A man in a hat stands in front of a gray jeep in dry grass.	A man is standing in grass.	 stands in 	 standing in 	entailment
1470	3493000349.jpg#1r1e	1224761.0	Time lapse photo of two children playing in a pool of water.	Time lapse photo of children playing in water.	 two children 	 children 	entailment
1471	3493000349.jpg#1r1c	1224761.0	Time lapse photo of two children playing in a pool of water.	Time lapse photo of two children skateboarding.	 two children 	 children 	contradiction
1472	3493000349.jpg#1r1n	1224761.0	Time lapse photo of two children playing in a pool of water.	The two children in the photo are siblings.	 two children 	 children 	neutral
1473	4082494486.jpg#4r1e	614786.0	A man holding a little girl smiling and laughing.	A man has a happy little girl in his arms.	 little girl 	 girl 	entailment
1474	4082494486.jpg#4r1n	614786.0	A man holding a little girl smiling and laughing.	A little girl is being held by her father.	 little girl 	 girl 	neutral
1475	4082494486.jpg#4r1c	614786.0	A man holding a little girl smiling and laughing.	A little girl is screaming and crying.	 little girl 	 girl 	contradiction
1476	4447440388.jpg#2r1c	1043787.0	Two girls getting ready for a beauty contest hosted by the chief executive officer	Two boys getting ready for a beauty contest hosted by the chief executive officer	 getting ready 	 ready 	contradiction
1477	4447440388.jpg#2r1n	1043787.0	Two girls getting ready for a beauty contest hosted by the chief executive officer	Two sad girls getting ready for a beauty contest hosted by the chief executive officer	 getting ready 	 ready 	neutral
1478	4447440388.jpg#2r1e	1043787.0	Two girls getting ready for a beauty contest hosted by the chief executive officer	Two people getting ready for a beauty contest hosted by the chief executive officer	 getting ready 	 ready 	entailment
1479	1234293791.jpg#2r1c	614786.0	The little girl is riding in a brown horse.	The girl plays with figurines in the kitchen.	 little girl 	 girl 	contradiction
1480	1234293791.jpg#2r1n	614786.0	The little girl is riding in a brown horse.	A small girl atop a stallion.	 little girl 	 girl 	neutral
1481	3246281818.jpg#1r1c	980171.0	Two children are climbing a rock wall while two others look on.	Two men are climbing a rock wall while two others look on.	 two others 	 others 	contradiction
1482	3246281818.jpg#1r1e	980171.0	Two children are climbing a rock wall while two others look on.	Two people are climbing a rock wall while two others look on.	 two others 	 others 	entailment
1483	3246281818.jpg#1r1n	980171.0	Two children are climbing a rock wall while two others look on.	Two sad children are climbing a rock wall while two others look on.	 two others 	 others 	neutral
1484	2899276965.jpg#0r1c	1266467.0	The young man with black pants and a white t-shirt is riding along the top of the wall with his skateboard.	The young man is in the mall.	 young man 	 young 	contradiction
1485	2899276965.jpg#0r1n	1266467.0	The young man with black pants and a white t-shirt is riding along the top of the wall with his skateboard.	The young man is at a skate park.	 young man 	 young 	neutral
1486	2899276965.jpg#0r1e	1266467.0	The young man with black pants and a white t-shirt is riding along the top of the wall with his skateboard.	The young man is riding a skateboard.	 young man 	 young 	entailment
1487	7735129098.jpg#0r1n	1156772.0	One man is making sure the scope is right and the other is getting ready to shoot the gun.	One man is about to shoot a deer.	 is getting ready to 	 is about to 	neutral
1488	7735129098.jpg#3r1n	939706.0	Two members of the coast guard manning a mounted machine gun.	Two male coast guard members are in a boat in the middle of the ocean manning a large gun	 members of the 	 of the 	neutral
1489	4748679197.jpg#3r1c	1120871.0	Two police officers talking to young man on a bench.	a young man assaults two police officers and resists arrest	 police officers 	 two police officers 	contradiction
1490	4748679197.jpg#3r1c	1266467.0	Two police officers talking to young man on a bench.	a young man assaults two police officers and resists arrest	 young man 	 young 	contradiction
1491	4748679197.jpg#0r1n	882529.0	Two police officers are talking to a man sitting on a bench in front of a bus.	Two female officers are talking to a man.	 police officers are 	 officers are 	neutral
1492	4748679197.jpg#0r1e	882529.0	Two police officers are talking to a man sitting on a bench in front of a bus.	Two officers are talking to a man.	 police officers are 	 officers are 	entailment
1493	4748679197.jpg#0r1c	882529.0	Two police officers are talking to a man sitting on a bench in front of a bus.	Two officers are talking to a woman.	 police officers are 	 officers are 	contradiction
1494	4441957235.jpg#3r1e	615523.0	College coeds are playing the game twister.	College students are playing a game.	 playing the game 	 playing 	entailment
1495	4441957235.jpg#3r1c	615523.0	College coeds are playing the game twister.	Coeds are playing Monopoly.	 playing the game 	 playing 	contradiction
1496	498404951.jpg#1r1n	302931.0	A blond puppy wearing a red collar is standing in the water.	a cute puppy wearing a red collar stands in a puddle	 standing in 	 stands in 	neutral
1497	2807545270.jpg#2r1e	638905.0	A blond-haired woman is sitting down next to a pile of backpacks.	A woman is sitting down next to backpacks	 sitting down 	 sitting 	entailment
1498	4666270593.jpg#2r1e	1077240.0	A woman in a white apron is working on a spinning wheel.	A woman wearing a white apron works on a spinning wheel.	 is working on 	 works on 	entailment
1499	4666270593.jpg#2r1e	1077245.0	A woman in a white apron is working on a spinning wheel.	A woman wearing a white apron works on a spinning wheel.	 is working on 	 works on 	entailment
1500	4063847257.jpg#0r1n	808939.0	A man in blue swimming trunks is jumping while another man in white and blue swimming trunks is leaning backward with his right arm raised above his head on a sunny, sandy area.	A man is jumping into water.	 another man 	 man 	neutral
1501	4063847257.jpg#0r1e	808939.0	A man in blue swimming trunks is jumping while another man in white and blue swimming trunks is leaning backward with his right arm raised above his head on a sunny, sandy area.	A man jumps while another man stands.	 another man 	 man 	entailment
1502	2678792892.jpg#1r1n	614786.0	A little girl with a blue shirt on and eating some type of red drink.	a girl is enjoying some koolaid	 little girl 	 girl 	neutral
1503	2678792892.jpg#1r1e	614786.0	A little girl with a blue shirt on and eating some type of red drink.	a girl has something to drink	 little girl 	 girl 	entailment
1504	181970350.jpg#3r1e	15721.0	A very happy singer in an extravagant outfit.	the person is in a happy mood.	 very happy 	 happy 	entailment
1505	2215165918.jpg#4r1e	1394080.0	A medium sized animal in a lake	A medium-sized animal is in a lake.	 medium sized 	 medium-sized 	entailment
1506	4420802292.jpg#1r1n	1266467.0	A young man with LA on his cap paints a turtle on a green background.	A young man with LA on his cap paints a turtle on a light green background.	 young man 	 young 	neutral
1507	6101818492.jpg#0r1n	1224761.0	A mother and her two children sitting on a couch that is in the grass on the side of a road.	A mother and her two children sitting on a couch in the grass hitchhiking on the side of the road as traffic goes by.	 two children 	 children 	neutral
1508	6101818492.jpg#0r1e	1224761.0	A mother and her two children sitting on a couch that is in the grass on the side of a road.	A mother and her two children sitting on a couch in the grass on the side of the road outside.	 two children 	 children 	entailment
1509	6101818492.jpg#0r1c	1224761.0	A mother and her two children sitting on a couch that is in the grass on the side of a road.	A mother and her two children sleeping close together on a bed inside their home.	 two children 	 children 	contradiction
1510	3298106624.jpg#4r1e	941004.0	A farmer and three children work on a farm.	The farmer and children are working on a farm.	 three children 	 children 	entailment
1511	4778867483.jpg#0r1e	1167700.0	Two children play in water falling from a mosaic covered spout.	Two children are playing in water.	 play in 	 playing in 	entailment
1512	4778867483.jpg#0r1e	1503053.0	Two children play in water falling from a mosaic covered spout.	Two children are playing in water.	 play in 	 playing in 	entailment
1513	423006709.jpg#0r1e	1144686.0	A group of people are sitting in a lecture hall.	A crowd is sitting down in a large area.	 sitting in 	 sitting down 	entailment
1514	130151401.jpg#0r4e	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	the men play instruments	 another man 	 men 	entailment
1515	130151401.jpg#0r5e	808939.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	a man plays music with another man	 another man 	 man 	entailment
1516	130151401.jpg#0r1c	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	The men competing in a boxing match.	 another man 	 men 	contradiction
1517	130151401.jpg#0r1e	808939.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	One man plays the drums while the other plays guitar.	 another man 	 man 	entailment
1518	130151401.jpg#0r4c	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	the men are swimming	 another man 	 men 	contradiction
1519	130151401.jpg#0r5c	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	two shirtless men howl	 another man 	 men 	contradiction
1520	130151401.jpg#0r4n	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	the men are black	 another man 	 men 	neutral
1521	130151401.jpg#0r3c	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	The men are practicing the piano.	 another man 	 men 	contradiction
1522	130151401.jpg#0r3e	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	The men are playing music together.	 another man 	 men 	entailment
1523	130151401.jpg#0r2c	808939.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	The man in the bright yellow shirt blows his trumpet.	 another man 	 man 	contradiction
1524	130151401.jpg#0r1n	808938.0	A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.	The men are performing in a talent contest.	 another man 	 men 	neutral
1525	5727359138.jpg#1r1e	1078735.0	A woman wearing sunglasses and a blue shirt, selling sea shells, looks at an older man wearing a black shirt and a cap.	A lady wearing glasses and a blue top,selling shells,looks at an elderly man who is in black.	 an older 	 an elderly 	entailment
1526	5727359138.jpg#3r1c	454385.0	A man stands in front of a woman who is sitting behind a table.	A woman is standing in front of a man.	 stands in 	 standing in 	contradiction
1527	3367203998.jpg#0r1c	1043787.0	A pitcher is getting ready to throw a ball during a baseball game.	The pitcher is not ready to throw.	 getting ready 	 ready 	contradiction
1528	3367203998.jpg#0r5n	1458099.0	A pitcher is getting ready to throw a ball during a baseball game.	A pitcher prepares to throw the ball while the runner on third prepares to try to steal home	 getting ready to 	 prepares to 	neutral
1529	1428641354.jpg#1r1e	454383.0	Woman and young boy stand in a kitchen with a spread of burgers in front of them.	A woman and a young boy are standing in the kitchen.	 stand in 	 standing in 	entailment
1530	3370159435.jpg#0r1n	33862.0	A group of people are gathered together holding red flags.	A group of people holding red flags are gathered in protest.	 gathered together 	 gathered 	neutral
1531	3529333786.jpg#4r1n	1266467.0	A young man relaxes at his computer desk.	A young man relaxes at his computer desk after a big assignment.	 young man 	 young 	neutral
1532	3529333786.jpg#4r1e	1266467.0	A young man relaxes at his computer desk.	A young man at his computer desk is relaxing.	 young man 	 young 	entailment
1533	3017871294.jpg#0r1c	614786.0	A little girl in a swimsuit on the beach at the edge of the water between large rocks.A woman with.	The girl laughed as she ran across the sand flying her kite.	 little girl 	 girl 	contradiction
1534	3017871294.jpg#0r1n	614786.0	A little girl in a swimsuit on the beach at the edge of the water between large rocks.A woman with.	A little girl sat on the beach overlooking the ocean while her mother stood close by.	 little girl 	 girl 	neutral
1535	3017871294.jpg#0r1e	614786.0	A little girl in a swimsuit on the beach at the edge of the water between large rocks.A woman with.	A little girl sat on the beach.	 little girl 	 girl 	entailment
1536	3256274183.jpg#0r1n	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	The military man is a bodyguard.	 another man 	 man 	neutral
1537	3256274183.jpg#0r3e	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	A man in military fatigues helps a my who is lying down.	 another man 	 man 	entailment
1538	3256274183.jpg#0r1e	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	There is a man that is in the military helping others.	 another man 	 man 	entailment
1539	3256274183.jpg#0r4e	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	A man dressed in military clothes is helping another man.	 another man 	 man 	entailment
1540	3256274183.jpg#0r5n	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	The man on the ground was shot in the leg.	 another man 	 man 	neutral
1541	3256274183.jpg#0r5e	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	A man assists another man.	 another man 	 man 	entailment
1542	3256274183.jpg#0r5c	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	The man are snorkeling.	 another man 	 man 	contradiction
1543	3256274183.jpg#0r1c	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	The military man is wearing a clown outfit.	 another man 	 man 	contradiction
1544	3256274183.jpg#0r3c	808938.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	Two men in army uniform are jogging in an open field.	 another man 	 men 	contradiction
1545	3256274183.jpg#0r4c	808938.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	Two men in red suits ride in a red car.	 another man 	 men 	contradiction
1546	3256274183.jpg#0r4n	808939.0	A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars.	The man on the ground hurt himself and needs help.	 another man 	 man 	neutral
1547	3256274183.jpg#4r1c	808939.0	One man is helping another man get under a boundary line.	One man is sleeping.	 another man 	 man 	contradiction
1548	3256274183.jpg#4r1n	808938.0	One man is helping another man get under a boundary line.	The men are related.	 another man 	 men 	neutral
1549	3256274183.jpg#4r1e	808938.0	One man is helping another man get under a boundary line.	Two men sneak across a boundary.	 another man 	 men 	entailment
1550	3472315522.jpg#0r5e	1393030.0	Three people are in an alley with a dumpster, one skateboarding over the dumpster while the other two look on.	Two people watch another skateboard.	 the other 	 another 	entailment
1551	6196180784.jpg#4r1e	322797.0	Artist works with human subject.	The artist is working with the person.	 works with 	 is working with 	entailment
1552	2673209105.jpg#0r1n	614786.0	A barefooted little girl in a pink dress is mid-flight in a jump.	The little girl is playing at the beach.	 little girl 	 girl 	neutral
1553	2673209105.jpg#0r1c	614786.0	A barefooted little girl in a pink dress is mid-flight in a jump.	The little girl has sandals on.	 little girl 	 girl 	contradiction
1554	2673209105.jpg#0r1e	614786.0	A barefooted little girl in a pink dress is mid-flight in a jump.	The little girl is moving.	 little girl 	 girl 	entailment
1555	2673209105.jpg#2r1c	107229.0	A little girl is jumping in a green landscape.	A little girl is at home.	 little girl is 	 girl is 	contradiction
1556	2673209105.jpg#2r1c	614786.0	A little girl is jumping in a green landscape.	A little girl is at home.	 little girl 	 girl 	contradiction
1557	2673209105.jpg#2r1n	107229.0	A little girl is jumping in a green landscape.	A little girl is playing outdoors with her friends.	 little girl is 	 girl is 	neutral
1558	2673209105.jpg#2r1n	614786.0	A little girl is jumping in a green landscape.	A little girl is playing outdoors with her friends.	 little girl 	 girl 	neutral
